id,observed_on_string,observed_on,quality_grade,license,latitude,longitude,positional_accuracy,scientific_name,common_name
8464797,10/17/2017,10/17/2017,research,CC-BY-NC,33.729298,-91.815904,27,Danaus plexippus,Monarch
8464798,10/17/2017,10/17/2017,research,CC-BY-NC,33.729298,-91.815904,27,Danaus plexippus,Monarch
8464845,10/18/2017,10/18/2017,casual,CC-BY-NC,33.676387,-91.692726,27,Danaus plexippus,Monarch
8466427,2017-10-19 10:30 a.m.,10/19/2017,casual,CC-BY-NC,34.803077,-92.400126,218,Danaus plexippus,Monarch
8469431,10/19/2017,10/19/2017,casual,CC-BY-NC,35.814653,-90.705614,,Danaus plexippus,Monarch
8472092,Thu Oct 19 2017 11:29:38 GMT-0500 (CDT),10/19/2017,research,,34.61755,-92.49534667,,Danaus plexippus,Monarch
8472098,Mon Oct 16 2017 14:16:08 GMT-0500 (CDT),10/16/2017,research,,34.793725,-92.44905833,,Danaus plexippus,Monarch
8472145,Wed Oct 18 2017 10:05:00 GMT-0500 (CDT),10/18/2017,casual,,34.80402745,-92.46014676,20,Danaus plexippus,Monarch
8477556,10/19/2017,10/19/2017,research,CC-BY-NC,33.918972,-93.613072,,Danaus plexippus,Monarch
8477606,10/11/2017,10/11/2017,casual,CC-BY-NC,33.62552,-92.83244,,Danaus plexippus,Monarch
8481043,2017/10/17 11:41 AM CDT,10/17/2017,research,CC-BY-NC,36.41231526,-90.62384024,2,Danaus plexippus,Monarch
8483247,Fri Oct 20 2017 18:35:02 GMT-0500 (CDT),10/20/2017,casual,CC-BY-NC,35.02809662,-92.40973365,1612,Danaus plexippus,Monarch
8496929,2017/10/21 1:39 PM CDT,10/21/2017,research,CC-BY-NC,35.50857918,-93.32551003,31,Danaus plexippus,Monarch
8496930,2017/10/21 1:40 PM CDT,10/21/2017,research,CC-BY-NC,35.50861411,-93.32555294,31,Danaus plexippus,Monarch
8496931,2017/10/21 3:43 PM CDT,10/21/2017,research,CC-BY-NC,35.50934773,-93.32194805,61,Danaus plexippus,Monarch
8505213,10/21/2017,10/21/2017,casual,CC-BY-NC,34.135103,-93.057174,6,Danaus plexippus,Monarch
8545941,10/25/2017,10/25/2017,casual,CC-BY-NC,34.629727,-92.501937,194,Danaus plexippus,Monarch
8545955,10/25/2017,10/25/2017,casual,CC-BY-NC,34.629727,-92.501937,194,Danaus plexippus,Monarch
8545972,10/25/2017,10/25/2017,casual,CC-BY-NC,35.307145,-92.401654,194,Danaus plexippus,Monarch
8548450,10/25/2017,10/25/2017,casual,CC-BY-NC,33.33979,-91.962572,55,Danaus plexippus,Monarch
8548510,10/25/2017,10/25/2017,research,CC-BY-NC,33.339037,-91.959997,55,Danaus plexippus,Monarch
8548560,10/25/2017,10/25/2017,research,CC-BY-NC,33.338123,-91.960062,55,Danaus plexippus,Monarch
8548570,10/25/2017,10/25/2017,casual,CC-BY-NC,33.33575,-91.952884,110,Danaus plexippus,Monarch
8548689,10/19/2017,10/19/2017,casual,CC-BY-NC,35.285117,-91.320376,216,Danaus plexippus,Monarch
8621929,10/17/2017,10/17/2017,research,CC-BY-NC,35.997049,-94.163121,53,Danaus plexippus,Monarch
8621959,10/18/2017,10/18/2017,casual,CC-BY-NC,36.445001,-93.889241,26,Danaus plexippus,Monarch
8720677,10/22/2017,10/22/2017,research,CC-BY-NC,36.079415,-91.681819,,Danaus plexippus,Monarch
8826818,11/12/2017,11/12/2017,casual,CC-BY-NC,35.515401,-93.32561,3901,Danaus plexippus,Monarch
8957097,10/21/2017,10/21/2017,research,CC-BY-NC,35.258807,-90.214244,54,Danaus plexippus,Monarch
9565471,2017/09/08 10:06 AM CDT,9/8/2017,research,CC-BY-NC,34.2353213,-92.00034857,291,Danaus plexippus,Monarch
9758942,2017/09/07 9:43 AM CDT,9/7/2017,research,CC-BY-NC,34.95726988,-92.40743279,40,Danaus plexippus,Monarch
10423187,"2018-03-23, 3:15 p.m.",3/23/2018,casual,CC-BY-NC,33.015861,-92.988281,56160,Danaus plexippus,Monarch
10513180,2018/03/29 5:46 PM CDT,3/29/2018,research,CC-BY-NC,33.31403498,-93.34731907,17,Danaus plexippus,Monarch
10568823,3/31/2018,3/31/2018,casual,CC-BY-NC,35.029745,-92.230388,,Danaus plexippus,Monarch
10612853,4/1/2018,4/1/2018,casual,CC-BY-NC,33.03836,-92.353191,1384,Danaus plexippus,Monarch
10612868,4/3/2018,4/3/2018,casual,CC-BY-NC,35.030634,-92.318511,,Danaus plexippus,Monarch
10612907,4/3/2018,4/3/2018,casual,CC-BY-NC,34.987265,-92.354543,,Danaus plexippus,Monarch
10619518,3/29/2018,3/29/2018,research,CC-BY-NC,35.079418,-91.362392,,Danaus plexippus,Monarch
10620122,4/3/2018,4/3/2018,casual,CC-BY-NC,34.471347,-92.843727,54,Danaus plexippus,Monarch
10623697,Wed Apr 04 2018 16:39:37 GMT-0500 (CDT),4/4/2018,research,,34.10815629,-91.37624648,10524,Danaus plexippus,Monarch
10638711,,,casual,CC-BY-NC,,,,Danaus plexippus,Monarch
10638764,4/1/2018,4/1/2018,casual,CC-BY-NC,33.574593,-92.730081,13,Danaus plexippus,Monarch
10659720,3/23/2018,3/23/2018,casual,CC-BY-NC,34.50148,-92.63655,,Danaus plexippus,Monarch
10659746,3/23/2018,3/23/2018,casual,CC-BY-NC,,,,Danaus plexippus,Monarch
10659800,3/25/2018,3/25/2018,casual,CC-BY-NC,34.501482,-92.636552,3873,Danaus plexippus,Monarch
10659812,3/31/2018,3/31/2018,casual,CC-BY-NC,34.501482,-92.636552,3873,Danaus plexippus,Monarch
10659822,4/4/2018,4/4/2018,casual,CC-BY-NC,34.501482,-92.636552,3873,Danaus plexippus,Monarch
10745122,2018-04-09 3:24:00 PM CDT,4/9/2018,casual,CC-BY-NC,34.77762906,-91.72612522,344,Danaus plexippus,Monarch
10747151,2018-04-09 3:18:00 PM CDT,4/9/2018,casual,CC-BY-NC,34.77741343,-91.72514521,344,Danaus plexippus,Monarch
10784168,Wed Apr 11 2018 16:57:46 GMT-0500 (CDT),4/11/2018,research,CC-BY-NC,35.03073953,-92.23289919,32,Danaus plexippus,Monarch
10790449,Wed Apr 11 2018 16:30:17 GMT-0500 (CDT),4/11/2018,casual,CC-BY-NC-SA,36.08236437,-94.16517973,65,Danaus plexippus,Monarch
10810751,Wed Apr 11 2018 12:15:00 GMT-0500 (CDT),4/11/2018,casual,CC-BY-NC,34.790912,-92.316227,873,Danaus plexippus,Monarch
10818569,4/12/2018,4/12/2018,research,CC-BY-NC,35.142371,-92.412808,1048397,Danaus plexippus,Monarch
10834729,4/12/2018 13:30,4/12/2018,casual,CC-BY-NC,34.93460244,-92.8905201,61,Danaus plexippus,Monarch
10834833,4/12/2018 13:45,4/12/2018,casual,CC-BY-NC,34.93157671,-92.96328306,2,Danaus plexippus,Monarch
10834931,4/12/2018 14:30,4/12/2018,casual,CC-BY-NC,34.93331828,-92.89203286,15,Danaus plexippus,Monarch
10864746,2018-04-13 1:17:09 PM CDT,4/13/2018,casual,CC-BY-NC,34.5066043,-92.0939044,16,Danaus plexippus,Monarch
10865318,4/12/2018,4/12/2018,casual,CC-BY-NC,36.283371,-92.312347,1708,Danaus plexippus,Monarch
10873286,Thu Apr 12 2018 12:17:00 GMT-0500 (CDT),4/12/2018,research,,34.63025377,-92.52151329,10,Danaus plexippus,Monarch
10875306,4/12/2018,4/12/2018,casual,CC-BY-NC,35.066282,-92.360129,217,Danaus plexippus,Monarch
11011880,4/12/2018,4/12/2018,casual,CC-BY-NC,34.921792,-91.898343,196,Danaus plexippus,Monarch
11068036,4/17/2018,4/17/2018,casual,CC-BY-NC,34.836202,-92.4102,194,Danaus plexippus,Monarch
11075890,4/17/2018 13:19,4/17/2018,casual,CC-BY-NC,35.47780489,-93.46637696,8,Danaus plexippus,Monarch
11076240,4/13/2018,4/13/2018,casual,CC-BY-NC,35.812802,-91.545639,56383,Danaus plexippus,Monarch
11076355,4/17/2018 13:30,4/17/2018,casual,CC-BY-NC,35.51358991,-93.32642332,4,Danaus plexippus,Monarch
11117675,4/18/2018,4/18/2018,casual,CC-BY-NC,34.833311,-92.403794,194,Danaus plexippus,Monarch
11122184,2018-04-18 11:48:55 AM CDT,4/18/2018,casual,CC-BY-NC,34.57769748,-92.20653162,64,Danaus plexippus,Monarch
11124686,2018-04-18 12:48:30 PM CDT,4/18/2018,casual,CC-BY-NC,34.5505356,-92.2595004,600,Danaus plexippus,Monarch
11124760,2018-04-18 12:50:24 PM CDT,4/18/2018,casual,CC-BY-NC,34.55865267,-92.23471251,24,Danaus plexippus,Monarch
11126250,2018-04-18 1:20:32 PM CDT,4/18/2018,casual,CC-BY-NC,34.5709318,-92.2788902,1899,Danaus plexippus,Monarch
11163605,4/12/2018,4/12/2018,casual,CC-BY-NC,,,,Danaus plexippus,Monarch
11163649,4/17/2018,4/17/2018,casual,CC-BY-NC,,,,Danaus plexippus,Monarch
11163713,4/17/2018,4/17/2018,casual,CC-BY-NC,35.332719,-94.286539,,Danaus plexippus,Monarch
11163774,4/18/2018,4/18/2018,casual,CC-BY-NC,35.324624,-94.274839,108,Danaus plexippus,Monarch
11164406,4/17/2018,4/17/2018,casual,CC-BY-NC,34.999555,-92.354665,217,Danaus plexippus,Monarch
11179128,4/19/2018,4/19/2018,casual,CC-BY-NC,34.840128,-92.40632,,Danaus plexippus,Monarch
11226378,Fri Apr 20 2018 12:27:44 GMT-0500 (CDT),4/20/2018,research,,35.13864332,-93.05986411,1998,Danaus plexippus,Monarch
11249665,4/20/2018,4/20/2018,casual,CC-BY-NC,35.334954,-94.297112,200,Danaus plexippus,Monarch
11257905,4/20/2018 13:00,4/20/2018,casual,CC-BY-NC,34.924786,-92.86356926,31,Danaus plexippus,Monarch
11257956,4/20/2018 15:30,4/20/2018,casual,CC-BY-NC,34.93101377,-92.85148859,31,Danaus plexippus,Monarch
11285971,2018-04-21 10:39:11 AM CDT,4/21/2018,research,,36.04338259,-90.66206474,16511,Danaus plexippus,Monarch
11316010,4/21/2018 12:00,4/21/2018,casual,CC-BY-NC,34.91030549,-92.88487673,31,Danaus plexippus,Monarch
11393585,4/24/2018,4/24/2018,casual,CC-BY-NC,34.831208,-92.40442,,Danaus plexippus,Monarch
11393606,4/24/2018,4/24/2018,casual,CC-BY-NC,34.835604,-92.408239,,Danaus plexippus,Monarch
11393870,2018-04-24 11:34:10 AM CDT,4/24/2018,casual,CC-BY-NC,34.91650703,-92.5676215,32,Danaus plexippus,Monarch
11397280,2018-04-24 1:25:23 PM CDT,4/24/2018,casual,CC-BY-NC,34.9250638,-92.5574082,3000,Danaus plexippus,Monarch
11450064,4/24/2018,4/24/2018,casual,CC-BY-NC,36.07889,-94.165041,,Danaus plexippus,Monarch
11450117,4/24/2018,4/24/2018,casual,CC-BY-NC,36.078887,-94.165038,,Danaus plexippus,Monarch
11453881,4/24/2018,4/24/2018,research,CC-BY-NC,33.803587,-93.812303,,Danaus plexippus,Monarch
11524090,,,casual,CC-BY-NC,,,,Danaus plexippus,Monarch
11524250,4/27/2018,4/27/2018,casual,CC-BY-NC,34.96119,-92.379622,27,Danaus plexippus,Monarch
11996927,4/27/2018,4/27/2018,research,CC-BY-NC,35.029745,-92.230388,,Danaus plexippus,Monarch
12010881,5/1/2018,5/1/2018,casual,CC-BY-NC,36.26014362,-92.46310361,,Danaus plexippus,Monarch
12052166,5/1/2018,5/1/2018,research,CC-BY-NC,36.060174,-93.137541,429,Danaus plexippus,Monarch
12055117,4/29/2018,4/29/2018,research,CC-BY-NC,34.297677,-91.254423,13,Danaus plexippus,Monarch
12060285,5/2/2018,5/2/2018,casual,CC-BY-NC,36.28496119,-92.40473336,107,Danaus plexippus,Monarch
12117139,2018/04/29 4:40 PM CDT,4/29/2018,casual,CC-BY-NC,35.51029094,-93.31658363,464,Danaus plexippus,Monarch
12448636,Mon May 14 2018 09:16:36 GMT-0500 (CDT),5/14/2018,research,,36.38109863,-94.2041356,19,Danaus plexippus,Monarch
12454594,6-May-18,5/6/2018,research,CC-BY-NC,34.297709,-91.254434,56383,Danaus plexippus,Monarch
12470716,Tue May 08 2018 11:37:53 GMT-0500 (CDT),5/8/2018,research,CC-BY-NC,36.07700009,-94.11606116,906,Danaus plexippus,Monarch
12472034,5/7/2018,5/7/2018,casual,CC-BY-NC,36.136513,-94.119354,,Danaus plexippus,Monarch
12510223,Tue May 15 2018 10:42:24 GMT-0500 (CDT),5/15/2018,casual,CC-BY-NC,36.10436982,-94.18385038,116,Danaus plexippus,Monarch
12542687,5/5/2018,5/5/2018,casual,CC-BY-NC,33.803587,-93.812303,,Danaus plexippus,Monarch
12542775,4/11/2018,4/11/2018,casual,CC-BY-NC,34.744246,-92.341247,218,Danaus plexippus,Monarch
12542803,4/11/2018,4/11/2018,casual,CC-BY-NC,34.501482,-92.636552,3873,Danaus plexippus,Monarch
12542812,4/12/2018,4/12/2018,casual,CC-BY-NC,34.501482,-92.636552,3873,Danaus plexippus,Monarch
12542823,4/13/2018,4/13/2018,casual,CC-BY-NC,34.501482,-92.636552,3873,Danaus plexippus,Monarch
12542841,4/16/2018,4/16/2018,casual,CC-BY-NC,34.501482,-92.636552,3873,Danaus plexippus,Monarch
12542855,4/20/2018,4/20/2018,casual,CC-BY-NC,35.12751,-92.919868,3873,Danaus plexippus,Monarch
12542865,5/5/2018,5/5/2018,casual,CC-BY-NC,35.820378,-95.674149,3347,Danaus plexippus,Monarch
12542875,5/6/2018,5/6/2018,casual,CC-BY-NC,35.820378,-95.674149,3347,Danaus plexippus,Monarch
12594149,Thu May 17 2018 19:04:06 GMT-0500 (CDT),5/17/2018,research,CC-BY-NC,36.07825833,-94.11615,231,Danaus plexippus,Monarch
12665926,Wed Mar 28 2018 18:10:08 GMT-0500 (CDT),3/28/2018,research,CC-BY-NC,34.75177,-92.28150833,5,Danaus plexippus,Monarch
12707432,4/30/2018,4/30/2018,casual,CC-BY-NC,34.778466,-92.379723,199,Danaus plexippus,Monarch
12707445,5/7/2018,5/7/2018,casual,CC-BY-NC,34.778466,-92.379723,199,Danaus plexippus,Monarch
12716192,Thu May 17 2018 10:11:28 GMT-0500 (CDT),5/17/2018,research,,36.380945,-94.20449667,5,Danaus plexippus,Monarch
12903139,5/28/2018,5/28/2018,research,CC-BY-NC,34.973303,-91.835951,57594,Danaus plexippus,Monarch
12926832,5/25/2018,5/25/2018,research,CC-BY-NC,35.029745,-92.230388,,Danaus plexippus,Monarch
12952402,5/28/2018,5/28/2018,casual,CC-BY-NC,36.329786,-93.023757,2664,Danaus plexippus,Monarch
12952439,5/29/2018,5/29/2018,casual,CC-BY-NC,36.329786,-93.023757,2664,Danaus plexippus,Monarch
13001899,Thu May 31 2018 19:01:05 GMT-0500 (CDT),5/31/2018,research,CC-BY-NC,36.10657783,-94.18646167,5,Danaus plexippus,Monarch
13112508,2018-06-03 2:03:00 PM CDT,6/3/2018,research,,35.7834998,-90.6980925,50,Danaus plexippus,Monarch
13114717,6/1/2018,6/1/2018,casual,CC-BY-NC,34.778466,-92.379723,199,Danaus plexippus,Monarch
13425029,6/6/2018,6/6/2018,casual,CC-BY-NC,34.778466,-92.379723,199,Danaus plexippus,Monarch
13425076,6/9/2018,6/9/2018,casual,CC-BY-NC,34.778466,-92.379723,199,Danaus plexippus,Monarch
13454316,5/16/2018,5/16/2018,research,CC-BY-NC,34.512546,-91.276784,54,Danaus plexippus,Monarch
13454498,6/14/2018,6/14/2018,research,CC-BY-NC,34.512546,-91.276784,54,Danaus plexippus,Monarch
13482970,6/15/2018,6/15/2018,research,CC-BY-NC,34.512504,-91.276678,27,Danaus plexippus,Monarch
13551394,6/18/2018,6/18/2018,casual,CC-BY-NC,36.140813,-94.108381,,Danaus plexippus,Monarch
13780118,6/19/2018,6/19/2018,casual,CC-BY-NC,34.778466,-92.379723,199,Danaus plexippus,Monarch
13780141,6/19/2018,6/19/2018,casual,CC-BY-NC,34.778466,-92.379723,199,Danaus plexippus,Monarch
13809198,Tue Jun 26 2018 09:51:02 GMT-0500 (CDT),6/26/2018,casual,CC-BY-NC,35.10309693,-91.5342412,22,Danaus plexippus,Monarch
13899468,Wed Jun 20 2018 13:05:00 GMT-0500 (CDT),6/20/2018,casual,CC-BY-NC,36.13731081,-94.1199989,22,Danaus plexippus,Monarch
13899628,Fri Jun 15 2018 13:16:36 GMT-0500 (CDT),6/15/2018,needs_id,CC-BY-NC,36.13608439,-94.11942942,17,Danaus plexippus,Monarch
14030511,Tue Jul 03 2018 15:17:06 GMT-0500 (CDT),7/3/2018,research,CC-BY-NC,36.14715283,-94.120475,1498,Danaus plexippus,Monarch
14068895,Tue Jul 03 2018 14:54:44 GMT-0500 (CDT),7/3/2018,casual,CC-BY-NC,36.13597642,-94.11948876,76,Danaus plexippus,Monarch
14092337,7/5/2018,7/5/2018,casual,CC-BY-NC,36.136513,-94.119354,56383,Danaus plexippus,Monarch
14255315,Fri Jul 06 2018 11:37:52 GMT-0500 (CDT),7/6/2018,research,CC-BY-NC,36.1365695,-94.1204695,5,Danaus plexippus,Monarch
14270296,2018-07-11 3:25:09 PM CDT,7/11/2018,research,CC-BY-NC,36.49721,-91.528779,20,Danaus plexippus,Monarch
14287501,2018-05-08 2:43:07 PM CDT,5/8/2018,casual,CC-BY-NC,33.6396563,-91.39351,3500,Danaus plexippus,Monarch
14287504,2018-05-08 2:57:49 PM CDT,5/8/2018,casual,CC-BY-NC,33.632994,-91.3953202,2700,Danaus plexippus,Monarch
14314808,Fri Jul 13 2018 09:08:38 GMT-0500 (CDT),7/13/2018,research,CC-BY-NC,36.04702989,-94.22044025,8,Danaus plexippus,Monarch
14327796,2018-07-10 11:25:00 AM CDT,7/10/2018,casual,CC-BY-NC,34.75879543,-92.75289461,5626,Danaus plexippus,Monarch
14336290,Fri Jul 13 2018 13:35:30 GMT-0500 (CDT),7/13/2018,research,CC-BY-NC,36.380845,-94.2044,10,Danaus plexippus,Monarch
14515555,Thu Jul 19 2018 10:15:46 GMT-0500 (CDT),7/19/2018,research,CC-BY-NC,36.22095833,-94.1526555,6,Danaus plexippus,Monarch
14614662,Sun Jul 22 2018 13:51:27 GMT-0500 (CDT),7/22/2018,research,CC-BY-NC,35.04164468,-92.3584073,22,Danaus plexippus,Monarch
14678283,Mon Jul 23 2018 10:09:54 GMT-0500 (CDT),7/23/2018,casual,CC-BY-NC,36.38087833,-94.20438333,5,Danaus plexippus,Monarch
14678364,Mon Jul 23 2018 10:09:54 GMT-0500 (CDT),7/23/2018,research,CC-BY-NC,36.38087833,-94.20438333,5,Danaus plexippus,Monarch
14678393,Mon Jul 23 2018 10:16:23 GMT-0500 (CDT),7/23/2018,research,CC-BY-NC,36.38084667,-94.20433833,10,Danaus plexippus,Monarch
14687979,7/21/2018,7/21/2018,research,CC-BY-NC,34.73915,-92.407696,8,Danaus plexippus,Monarch
14691495,7/23/2018,7/23/2018,research,CC-BY-NC,36.403555,-94.452289,4019,Danaus plexippus,Monarch
14691815,7/9/2018,7/9/2018,casual,CC-BY-NC,34.845261,-92.216346,196,Danaus plexippus,Monarch
14733633,Wed Jul 25 2018 19:11:37 GMT-0500 (CDT),7/25/2018,research,CC-BY-NC,35.07638883,-92.41329167,12,Danaus plexippus,Monarch
14799916,2018-07-27 at 2:13 PM,7/27/2018,research,CC-BY-NC,36.040023,-94.203953,3446,Danaus plexippus,Monarch
14804632,Fri Jul 27 2018 16:57:29 GMT-0500 (CDT),7/27/2018,research,CC-BY-NC,35.03927253,-92.35691296,22,Danaus plexippus,Monarch
15073275,Fri Aug 03 2018 09:50:34 GMT-0500 (CDT),8/3/2018,needs_id,CC-BY-NC,34.83702833,-92.40582167,5,Danaus plexippus,Monarch
15077024,Fri Aug 03 2018 11:35:43 GMT-0500 (CDT),8/3/2018,research,CC-BY-NC,35.10022783,-94.02140833,8,Danaus plexippus,Monarch
15081156,Fri Aug 03 2018 14:10:13 GMT-0500 (CDT),8/3/2018,research,CC-BY-NC,35.0416972,-92.3583836,21,Danaus plexippus,Monarch
15083976,2018/08/03 10:44 AM CDT,8/3/2018,research,CC-BY-NC,34.56488526,-92.34670859,8,Danaus plexippus,Monarch
15085440,8/2/2018,8/2/2018,needs_id,CC-BY-NC,34.748714,-92.415472,27,Danaus plexippus,Monarch
15105256,2018-08-04 10:59:47 AM CDT,8/4/2018,casual,CC-BY-NC,35.12792798,-92.83961266,32,Danaus plexippus,Monarch
15105903,Sat Aug 04 2018 10:06:00 GMT-0500 (CDT),8/4/2018,research,CC-BY-NC,36.10545,-94.19069667,5,Danaus plexippus,Monarch
15106039,Sat Aug 04 2018 10:03:05 GMT-0500 (CDT),8/4/2018,research,CC-BY-NC,36.10547217,-94.19065,5,Danaus plexippus,Monarch
15134752,2018-08-05 9:42:47 AM CDT,8/5/2018,casual,CC-BY-NC,34.6871692,-92.0994688,3400,Danaus plexippus,Monarch
15170816,7/28/2018,7/28/2018,casual,CC-BY-NC,36.397936,-94.449916,4019,Danaus plexippus,Monarch
15170828,7/31/2018,7/31/2018,casual,CC-BY-NC,36.397936,-94.449916,4019,Danaus plexippus,Monarch
15170888,7/22/2018,7/22/2018,research,CC-BY-NC,35.079166,-92.329808,196,Danaus plexippus,Monarch
15218082,Sun Aug 05 2018 10:42:55 GMT-0500 (CDT),8/5/2018,research,CC-BY-NC,36.20401667,-94.22776167,10,Danaus plexippus,Monarch
15231122,8/7/2018,8/7/2018,research,CC-BY-NC,36.407335,-94.453034,213,Danaus plexippus,Monarch
15241723,7/30/2018 9:30,7/30/2018,casual,CC-BY-NC,35.896417,-90.696898,6,Danaus plexippus,Monarch
15359571,Fri Aug 10 2018 14:20:10 GMT-0500 (CDT),8/10/2018,casual,CC-BY-NC,36.07781687,-94.11647737,50,Danaus plexippus,Monarch
15360482,Sun Aug 12 2018 14:31:23 GMT-0500 (CDT),8/12/2018,casual,CC-BY-NC,35.86321052,-94.30743121,102,Danaus plexippus,Monarch
15385457,Mon Aug 13 2018 08:09:03 GMT-0500 (CDT),8/13/2018,research,CC-BY-NC,36.20404619,-94.22744463,5,Danaus plexippus,Monarch
15403035,Mon Aug 13 2018 08:19:19 GMT-0500 (CDT),8/13/2018,research,CC-BY-NC,36.20421174,-94.22758771,10,Danaus plexippus,Monarch
15457132,2018-08-15 2:59:52 PM CDT,8/15/2018,casual,CC-BY-NC,34.5291271,-92.2192087,3799,Danaus plexippus,Monarch
15490088,Mon Aug 13 2018 16:39:00 GMT-0500 (CDT),8/13/2018,research,CC-BY-NC,34.89415333,-92.1357805,8,Danaus plexippus,Monarch
15500742,2018/08/16 1:50 PM CDT,8/16/2018,research,CC-BY-NC,34.83676667,-92.40598333,65,Danaus plexippus,Monarch
15521504,8/16/2018,8/16/2018,research,CC-BY-NC,35.4688,-94.144,,Danaus plexippus,Monarch
15521508,8/16/2018,8/16/2018,research,CC-BY-NC,35.4688,-94.144,,Danaus plexippus,Monarch
15521531,8/16/2018,8/16/2018,research,CC-BY-NC,35.4688,-94.144,,Danaus plexippus,Monarch
15561310,Fri Aug 17 2018 06:57:30 GMT-0500 (CDT),8/17/2018,research,CC-BY-NC,36.20411082,-94.22768829,5,Danaus plexippus,Monarch
15567088,8/4/2018,8/4/2018,research,CC-BY-NC,34.598733,-92.999187,,Danaus plexippus,Monarch
15567264,8/16/2018,8/16/2018,research,CC-BY-NC,34.598733,-92.999187,,Danaus plexippus,Monarch
15567373,8/16/2018,8/16/2018,research,CC-BY-NC,34.598733,-92.999187,,Danaus plexippus,Monarch
15576461,8/11/2018,8/11/2018,casual,CC-BY-NC,33.803587,-93.812303,,Danaus plexippus,Monarch
15578031,8/15/2018,8/15/2018,research,CC-BY-NC,36.263411,-94.231873,8246,Danaus plexippus,Monarch
15578840,2018-08-17 1:02:26 PM CDT,8/17/2018,casual,CC-BY-NC,34.4554501,-92.1964643,3799,Danaus plexippus,Monarch
15587645,2018-08-16 9:32:00 AM CDT,8/16/2018,research,CC-BY-NC,36.10540771,-94.19168091,,Danaus plexippus,Monarch
15683380,Sun Aug 19 2018 07:24:41 GMT-0500 (CDT),8/19/2018,research,CC-BY-NC,36.20399951,-94.22746358,10,Danaus plexippus,Monarch
15684397,Sun Aug 19 2018 08:21:39 GMT-0500 (CDT),8/19/2018,research,CC-BY-NC,36.21435333,-94.16034717,16,Danaus plexippus,Monarch
15710958,Sun Aug 19 2018 19:06:42 GMT-0500 (CDT),8/19/2018,research,CC-BY-NC,36.07806667,-94.1162555,5,Danaus plexippus,Monarch
15711004,Sun Aug 19 2018 19:06:11 GMT-0500 (CDT),8/19/2018,research,CC-BY-NC,36.07806667,-94.1162555,5,Danaus plexippus,Monarch
15723265,Mon Aug 20 2018 09:33:07 GMT-0500 (CDT),8/20/2018,research,CC-BY-NC,36.20410717,-94.22772408,5,Danaus plexippus,Monarch
15727442,8/19/2018,8/19/2018,casual,CC-BY-NC,34.778466,-92.379723,199,Danaus plexippus,Monarch
